author,title,text
А.С. Пушкин,Я помню чудное мгновенье,Я помню чудное мгновенье:\nПередо мной явилась ты,\nКак мимолетное виденье,\nКак гений чистой красоты.
М.Ю. Лермонтов,Парус,Белеет парус одинокой\nВ тумане моря голубом!..\nЧто ищет он в стране далекой?\nЧто кинул он в краю родном?..
С.А. Есенин,Береза,Белая береза\nПод моим окном\nПринакрылась снегом,\nТочно серебром.
А.А. Ахматова,Муза,Когда я ночью жду ее прихода,\nЖизнь, кажется, висит на волоске.\nЧто почести, что юность, что свобода\nПред милой гостьей с дудочкой в руке?
Ф.И. Тютчев,Весенняя гроза,Люблю грозу в начале мая,\nКогда весенний, первый гром,\nКак бы резвяся и играя,\nГрохочет в небе голубом.
